id,Predicted score
310195,0
517353,0
112421,0
420801,0
326136,0
157344,0
45599,0
86365,0
541782,0
576900,0
14174,0
505870,0
191830,0
1757,0
429320,0
518845,0
217879,0
374535,0
347797,0
418515,1
237632,0
286369,0
56895,0
497984,0
610235,0
411868,0
198945,0
530058,0
605360,0
456833,0
196525,0
15250,0
565826,0
248380,0
78333,0
65588,0
109491,0
10637,0
129178,0
492564,0
84175,0
530074,0
5740,0
56424,0
180017,0
288657,0
299763,0
296780,0
610801,0
329231,0
501030,0
341049,0
356444,0
571664,0
438489,0
105454,0
420492,0
39923,0
201050,0
182193,0
633065,0
395094,0
258913,0
518268,0
448176,0
302833,0
188800,0
152503,0
306932,0
601113,0
521232,0
308227,0
401455,0
70705,0
46854,0
540532,0
96476,0
244950,0
89439,0
135986,0
606348,0
51220,0
58086,0
258099,0
630567,0
295495,0
64053,0
630210,0
566705,0
100834,0
477761,0
610270,0
430812,0
47070,0
369215,0
530173,0
526766,0
334448,0
75105,0
136511,0
264094,0
180424,0
305791,0
588710,0
565032,0
521558,0
238913,0
226344,0
589488,0
104387,0
174823,0
273993,0
520123,0
622687,0
414392,0
531649,0
211462,0
446340,0
500738,0
471796,0
284935,0
623466,0
164141,0
632721,0
24128,0
474889,0
637851,0
13181,0
308636,0
8092,0
265923,0
449075,0
24226,0
233569,0
46829,0
298590,0
309690,0
419441,0
266635,0
121693,0
607857,0
416048,0
348942,0
411338,0
470118,0
521816,0
267137,0
226725,0
73615,0
570745,0
458030,0
559305,0
281371,0
562178,0
485233,0
362050,0
625638,0
106360,0
42475,0
285362,0
370200,0
62878,0
582330,0
572452,0
462980,0
252003,0
49231,0
86797,0
475578,0
236233,0
465163,0
545677,0
253970,0
236273,0
357915,0
327680,0
525630,0
226997,0
356144,0
169919,0
426250,0
43688,0
250673,0
385578,0
567223,0
550485,0
16095,0
454506,0
482628,0
184645,0
238340,0
374145,0
196829,0
325259,0
516160,0
422953,0
1351,0
260316,0
269932,0
26440,0
300070,0
183035,0
233241,0
577798,0
268280,0
390298,0
101520,0
181542,0
444559,0
234278,0
586002,0
237616,0
320261,0
375193,0
407572,0
477213,0
562517,0
355042,0
228684,0
95073,0
266792,0
203232,0
233092,0
545385,0
154350,0
37383,0
47224,0
553533,0
575487,0
586849,0
597631,0
476043,0
627421,0
108727,0
72203,0
119548,0
529586,0
72881,0
518103,0
384808,0
197658,0
638140,0
115965,0
85547,0
4326,0
95331,0
313019,0
136072,0
235235,0
93279,0
137960,1
159383,0
441409,0
30112,0
309306,0
443949,0
266342,0
210401,0
405606,0
469447,0
123429,0
421913,0
602723,0
104545,0
298184,0
280687,0
588976,0
547545,0
109989,0
217948,0
39232,0
572432,0
121061,0
380783,0
241775,0
351425,0
292544,0
155411,0
561496,0
422856,0
271887,0
418348,0
21512,0
471495,0
42076,0
449670,0
620290,0
42710,0
484804,0
249848,0
543551,0
511199,0
37523,0
266393,0
573823,0
535984,0
394597,1
247082,0
294156,0
147669,0
33945,0
184213,0
521674,0
304438,0
627258,0
581309,0
190047,0
511377,0
452655,0
193772,0
194843,0
215544,0
184597,0
449505,0
217206,0
377975,0
290257,0
275348,0
168386,0
45575,0
150019,0
519031,0
579521,0
447813,0
222480,0
40809,0
289195,0
448177,0
58163,0
141539,0
460938,0
146178,0
146094,0
346616,0
19233,0
28596,0
271413,0
87979,0
38055,0
442812,0
448047,0
618235,0
97484,0
630969,0
98392,0
500811,0
61698,0
120479,0
445953,0
547034,0
119952,0
10654,0
309455,0
320970,0
65019,0
109270,0
55178,0
22566,0
351340,0
527528,0
276671,0
17838,0
236476,0
264904,0
145365,0
129781,0
66108,0
519694,0
163120,0
236700,0
452006,0
187294,0
326368,0
493014,0
216912,0
77090,0
58312,0
5825,0
507894,0
630482,0
473294,0
286144,0
577737,0
22431,0
196496,0
173026,0
187407,0
377827,0
80672,0
236823,0
192748,0
584892,0
489780,0
613238,0
502079,0
147521,0
358089,0
349393,0
610514,0
629702,0
8687,0
434055,0
341176,0
404759,0
467737,0
624602,0
593165,0
247708,0
217738,0
593433,0
524287,0
491204,0
260694,0
295837,0
453389,0
343283,0
207890,0
533296,0
571760,0
6993,0
153040,0
52604,0
217072,0
86995,0
508099,0
412902,0
78822,0
280610,0
186234,0
467047,0
181544,0
358261,0
291250,0
219564,0
418909,0
137180,0
519177,0
417183,0
308537,0
276327,0
16104,0
561222,0
51334,0
134523,0
626509,0
375463,0
518145,0
592266,0
10147,0
46120,0
220650,0
235253,0
19502,0
418613,0
137329,0
189152,0
396512,0
266980,0
492764,0
394962,0
531577,0
12662,0
51806,0
416570,0
319801,0
312424,0
622817,0
99485,0
416066,0
355190,0
460039,0
498172,0
524215,0
205406,0
370336,0
561873,0
608426,0
467964,0
587051,0
71996,0
277679,0
351707,0
68519,0
539282,0
533806,0
211351,0
319530,0
613643,0
399391,0
550916,0
345802,0
522260,0
632641,0
230549,0
394918,0
220637,0
190393,0
581697,0
30614,0
139661,0
5764,0
375717,0
67918,0
80230,0
533760,0
530177,0
371085,0
343769,0
94324,0
574200,0
571833,0
392942,0
294593,0
288938,0
486762,0
453275,0
17480,0
437806,0
175321,0
344718,0
20367,0
404165,0
285080,0
366483,0
464059,0
261224,0
42050,0
129244,0
203288,0
51035,0
287604,0
502940,0
595728,0
90636,0
635374,0
371624,0
184098,0
65370,0
320426,0
76824,0
444091,0
108564,0
401125,0
297003,0
566592,0
453579,0
236974,0
137704,0
462777,0
320140,0
497233,0
245020,0
629474,0
554086,0
339997,0
471355,0
485808,0
588773,0
455857,0
470646,0
40171,0
307523,0
25194,0
213033,0
297352,0
218128,0
535694,0
521025,0
147487,0
470092,0
54033,0
197508,0
254604,0
561068,0
581803,0
124588,0
483591,0
56308,0
172012,0
202884,0
81683,0
318820,0
200817,0
20824,0
321911,0
207915,0
247825,0
560136,0
114474,0
552556,0
513959,0
460270,0
385876,0
567555,0
627506,0
534858,0
271805,0
468236,0
259417,0
500864,0
416550,0
210658,0
123221,0
426439,0
473022,0
414358,0
307414,0
213116,0
607267,0
418966,0
585923,0
301148,0
157555,0
608217,0
191314,0
467928,0
322490,0
107176,0
257677,0
595769,0
559810,0
337507,0
118682,0
630955,0
82470,0
13064,0
14827,0
520550,0
615223,0
448911,0
210674,0
272000,0
424293,0
441840,0
632965,0
291044,0
1365,0
173845,1
207046,0
188007,0
232070,0
34459,0
258922,0
5667,0
16319,0
346014,0
4351,0
107498,0
616065,1
539209,0
311717,0
300565,0
536900,0
96200,0
300860,0
276175,0
466645,0
85264,0
278462,0
624636,0
318030,0
593437,0
632328,0
441751,0
102460,0
246155,0
335572,0
289366,0
451530,0
166528,0
29874,0
320795,0
12786,0
167876,0
31880,0
339807,0
289297,0
627774,0
127069,0
519994,0
307896,0
207255,0
263084,0
156277,0
424968,0
633650,0
332318,0
77302,0
618236,0
169580,0
637092,0
485095,0
24967,0
307311,0
40567,0
338240,0
278943,0
70453,0
121580,0
512195,0
4630,0
317827,0
578482,0
18934,0
46204,0
532178,0
201317,0
199616,0
363853,0
517842,0
630060,0
64557,0
388682,0
157058,0
24124,0
194211,0
580028,0
9907,0
762,0
26621,0
371598,0
170523,0
90736,0
504890,0
38969,0
111138,0
142178,0
80826,0
288454,0
437194,0
178708,0
393535,0
487929,0
595421,0
445700,0
588754,0
378351,0
353998,0
74589,0
19036,0
46346,0
381993,0
216722,0
431957,0
32877,0
420562,0
430229,0
146803,0
280241,0
15061,0
14891,0
355535,0
535427,0
527475,0
211483,0
564368,0
291237,0
322135,0
1438,0
566610,0
587022,0
67090,0
31673,0
345425,0
390621,0
68308,0
226466,0
325096,0
480020,0
571521,0
3609,0
192934,0
348527,0
618222,0
345667,0
37622,0
623723,0
517423,0
34742,0
417942,0
513049,0
286588,0
357102,0
501011,0
457,0
349384,0
591293,0
84303,0
261311,0
613705,0
200313,0
136863,0
421375,0
569780,0
209341,0
585659,0
254932,0
272735,0
382521,0
314109,0
271105,0
76766,0
172830,0
230561,0
180619,0
285471,0
521065,0
319028,0
381915,0
349617,0
418856,0
223329,0
153653,0
103677,0
199951,0
254684,0
345420,0
125431,0
385929,0
159643,0
519326,0
291100,0
432688,0
343471,0
392252,0
259116,0
81252,0
197900,0
18616,0
402711,0
490947,0
7267,0
254171,0
92801,0
169714,0
242433,0
365095,0
379556,0
12863,0
478082,0
596344,0
89958,0
400236,0
480720,0
434812,0
181016,0
448826,0
479390,0
240917,0
357151,0
377587,0
69549,0
14613,0
632474,0
126407,0
624899,0
612391,0
381851,0
146394,0
138818,0
252126,0
470973,0
503573,0
95454,0
340411,0
84723,0
413983,0
116110,0
179205,0
391272,0
67366,0
480254,0
583455,0
584006,0
319366,0
363619,0
423470,0
98296,0
103274,0
65168,0
298652,0
596563,0
383559,0
212449,0
218164,0
213660,0
121358,0
223734,0
350536,0
418885,0
519529,0
235684,0
638420,0
58275,0
144844,0
193791,0
312293,0
263122,0
445442,0
408306,0
418434,0
401352,0
94257,0
460390,0
145729,0
171861,0
477584,0
261331,0
353176,0
615610,0
582831,0
366118,0
405737,0
615582,0
257763,0
382160,0
242165,0
20663,0
631947,0
617796,0
402848,0
199400,0
413675,0
905,0
464382,0
91648,0
199767,0
252947,0
453341,0
319470,0
112817,0
556320,0
538837,0
255672,0
459390,0
638264,0
345949,0
289972,0
619210,0
181844,0
121510,0
563234,0
236354,0
261036,0
315757,0
359514,0
190046,0
10210,0
21890,0
444668,0
570040,0
67232,0
629282,0
304880,0
226741,0
198564,0
1094,0
413702,0
432191,0
226463,0
277395,0
377071,0
253814,0
227037,0
66202,0
48625,0
529718,0
383951,0
276455,0
474583,0
173463,0
324245,0
294228,0
88008,0
354247,0
236124,0
496879,0
144265,0
593811,0
213287,0
626812,0
493655,0
134730,0
592212,0
400414,0
350945,0
2837,0
139415,0
287590,0
464901,0
378516,0
435415,0
176644,0
263843,0
170795,0
616035,0
306432,0
603345,0
162864,0
389896,0
97868,0
576905,1
86448,0
158302,0
379348,0
345963,0
346214,0
491954,0
5021,0
116198,0
275209,0
309831,0
191129,0
485254,0
363180,0
375618,0
203509,0
46147,0
44669,0
439890,0
155999,0
495389,0
503899,0
611304,0
494836,0
263040,0
473044,0
410534,0
113529,0
336332,0
101172,0
444157,0
520087,0
291776,0
71492,0
160119,0
127554,0
137282,0
386410,0
265105,0
622155,0
254596,0
175177,0
313552,0
326339,0
360186,0
29153,0
40114,0
268319,0
628294,0
42576,0
97090,0
570896,0
41343,0
551715,0
108278,0
608847,0
563148,0
136626,0
203243,0
186227,0
240902,0
402287,0
539481,0
632365,0
388324,0
494048,0
182719,0
314215,0
400199,0
165523,0
73832,0
575744,0
347150,0
436774,0
168677,0
292481,0
103276,0
333821,0
10462,0
593656,0
317171,0
92348,0
608429,0
625811,0
516805,0
49993,0
26450,0
161014,0
74959,0
137956,0
57121,0
352037,0
394413,0
472439,0
517631,0
417084,0
630214,0
490341,0
512777,0
287004,0
158131,0
50546,0
155914,0
579908,0
202990,0
152409,0
540517,0
550213,0
570888,0
575513,0
482293,0
90171,0
596925,0
153896,0
407776,1
342830,0
148085,0
120475,0
394466,0
548409,0
56543,0
116428,0
492128,0
71411,0
436709,0
512927,0
548707,0
161871,0
115774,0
232368,0
24806,0
57556,0
325310,0
225218,0
539375,0
379075,0
360965,0
603899,0
301509,0
422014,0
481628,0
356430,0
249715,0
372672,0
338084,0
169867,0
253333,0
59335,0
601770,0
194800,0
279932,0
235912,0
511863,0
483980,0
53735,0
230486,0
465508,0
631699,0
508259,0
118149,0
207227,0
261131,0
363325,0
153239,0
306586,0
228590,0
450579,0
237378,0
495785,0
306134,0
425028,0
391540,0
207663,0
455592,0
495244,0
12254,0
423982,0
290455,0
380393,0
14334,0
165090,0
178002,0
599138,0
235182,0
633999,0
85811,0
483997,0
474638,0
331819,0
84003,0
172753,0
215682,0
487360,0
399505,0
437417,0
242236,0
255026,0
590476,0
341801,0
589295,0
615650,0
587762,0
349364,0
60425,0
14872,0
105513,0
291780,0
88895,0
149101,0
312114,0
227148,0
548946,0
514654,0
73272,0
530903,0
604617,0
456513,0
403718,0
441488,0
319946,0
241439,0
8552,0
146376,0
195508,0
380191,0
255776,0
610454,0
526400,0
268038,0
129652,0
45473,0
32149,0
487549,0
457528,0
164225,0
187030,0
180842,0
625115,0
123135,0
74222,0
467665,0
78430,0
392108,0
417301,0
278113,0
360776,0
593270,0
290012,0
293913,0
233347,0
251780,0
427191,0
337638,0
207464,0
74757,0
257795,0
254791,0
370262,0
